,player_name,team,G,xHG,xPCT,HG,PCT
196,DJ LeMahieu,NYY,145,95,65.51724137931035,105,72.41379310344827
309,Jose Abreu,CWS,159,93,58.490566037735846,102,64.15094339622641
441,Whit Merrifield,KC,162,92,56.79012345679012,123,75.92592592592592
531,Mookie Betts,BOS,149,92,61.74496644295302,97,65.1006711409396
840,Rafael Devers,BOS,156,88,56.41025641025641,105,67.3076923076923
279,Marcus Semien,OAK,162,87,53.70370370370371,106,65.4320987654321
277,Anthony Rendon,WSH,146,87,59.589041095890416,95,65.06849315068493
837,Ozzie Albies,ATL,160,86,53.75,105,65.625
809,Amed Rosario,NYM,157,85,54.14012738853503,108,68.78980891719745
779,Trey Mancini,BAL,154,85,55.1948051948052,99,64.28571428571429
754,Cody Bellinger,LAD,156,85,54.48717948717948,97,62.17948717948718
578,Ketel Marte,ARI,144,84,58.333333333333336,100,69.44444444444444
155,J.D. Martinez,BOS,146,84,57.534246575342465,94,64.38356164383562
445,Xander Bogaerts,BOS,155,83,53.5483870967742,109,70.3225806451613
929,David Fletcher,LAA,149,83,55.70469798657718,106,71.14093959731544
127,Michael Brantley,HOU,148,83,56.08108108108109,100,67.56756756756756
177,Starlin Castro,MIA,162,82,50.617283950617285,106,65.4320987654321
329,Nolan Arenado,COL,155,82,52.903225806451616,102,65.80645161290323
396,Nicholas Castellanos,CHC,151,81,53.64238410596026,110,72.84768211920529
453,Jorge Polanco,MIN,153,80,52.28758169934641,105,68.62745098039215
192,Freddie Freeman,ATL,158,80,50.63291139240506,95,60.12658227848101
68,Charlie Blackmon,COL,140,80,57.14285714285714,94,67.14285714285714
204,Anthony Rizzo,CHC,146,80,54.794520547945204,88,60.273972602739725
136,Yuli Gurriel,HOU,144,79,54.861111111111114,97,67.36111111111111
601,Kevin Pillar,SF,160,79,49.375,94,58.75
906,Ronald Acuna Jr.,ATL,156,78,50.0,94,60.256410256410255
178,Starling Marte,PIT,130,78,60.0,84,64.61538461538461
492,Francisco Lindor,CLE,143,77,53.84615384615385,94,65.73426573426573
142,Eduardo Escobar,ARI,158,75,47.46835443037975,96,60.75949367088608
176,Jean Segura,PHI,144,75,52.083333333333336,96,66.66666666666666
499,Trevor Story,COL,145,75,51.724137931034484,93,64.13793103448275
105,Elvis Andrus,TEX,147,74,50.34013605442177,101,68.70748299319727
154,Tommy Pham,TB,145,74,51.03448275862069,93,64.13793103448275
964,Bryan Reynolds,PIT,133,74,55.639097744360896,87,65.41353383458647
731,Jorge Soler,KC,162,74,45.67901234567901,81,50.0
721,Pete Alonso,NYM,160,73,45.625,75,46.875
296,Mike Trout,LAA,133,73,54.88721804511278,69,51.8796992481203
227,Jonathan Villar,BAL,161,72,44.72049689440994,105,65.21739130434783
111,Carlos Santana,CLE,158,72,45.56962025316456,93,58.86075949367089
83,Lorenzo Cain,MIL,145,72,49.6551724137931,91,62.758620689655174
530,Josh Bell,PIT,143,72,50.349650349650354,83,58.04195804195804
88,Justin Turner,LAD,135,72,53.333333333333336,68,50.37037037037037
904,Yoan Moncada,CWS,131,71,54.19847328244275,91,69.46564885496184
829,Jeff McNeil,NYM,132,71,53.78787878787878,87,65.9090909090909
951,Juan Soto,WSH,150,71,47.333333333333336,85,56.666666666666664
304,Bryce Harper,PHI,157,71,45.22292993630573,84,53.503184713375795
288,Leury Garcia,CWS,137,70,51.09489051094891,95,69.34306569343066
587,Trea Turner,WSH,122,70,57.377049180327866,88,72.1311475409836
440,Christian Yelich,MIL,130,70,53.84615384615385,83,63.84615384615384
189,Josh Donaldson,ATL,155,70,45.16129032258064,80,51.61290322580645
175,Cesar Hernandez,PHI,161,69,42.857142857142854,107,66.45962732919256
262,Eric Hosmer,SD,160,69,43.125,101,63.125
412,Manny Machado,SD,156,69,44.230769230769226,89,57.05128205128205
159,Josh Reddick,HOU,140,69,49.28571428571429,84,60.0
420,J.T. Realmuto,PHI,145,69,47.58620689655172,84,57.931034482758626
896,Paul DeJong,STL,159,69,43.39622641509434,81,50.943396226415096
463,Adam Eaton,WSH,151,68,45.033112582781456,100,66.22516556291392
744,Austin Meadows,TB,138,68,49.275362318840585,87,63.04347826086957
863,Matt Chapman,OAK,152,68,44.73684210526316,78,51.31578947368421
449,Hanser Alberto,BAL,135,67,49.629629629629626,95,70.37037037037037
606,Alex Bregman,HOU,156,67,42.94871794871795,88,56.41025641025641
166,Paul Goldschmidt,STL,160,67,41.875,87,54.37499999999999
5,Shin-Soo Choo,TEX,151,67,44.370860927152314,85,56.29139072847682
424,Eddie Rosario,MIN,135,67,49.629629629629626,78,57.77777777777777
293,Randal Grichuk,TOR,150,67,44.666666666666664,75,50.0
519,Renato Nunez,BAL,151,67,44.370860927152314,73,48.34437086092716
815,Andrew Benintendi,BOS,136,66,48.529411764705884,84,61.76470588235294
725,Michael Conforto,NYM,150,66,44.0,82,54.666666666666664
200,Mike Moustakas,MIL,141,66,46.808510638297875,79,56.02836879432624
282,George Springer,HOU,122,65,53.278688524590166,71,58.19672131147541
752,Tim Anderson,CWS,122,64,52.459016393442624,89,72.95081967213115
848,Gleyber Torres,NYY,144,64,44.44444444444444,84,58.333333333333336
882,Kyle Schwarber,CHC,155,64,41.29032258064516,74,47.74193548387097
193,Yasmani Grandal,MIL,153,64,41.830065359477125,73,47.712418300653596
680,Matt Olson,OAK,127,64,50.39370078740157,69,54.330708661417326
3,Miguel Cabrera,DET,136,63,46.32352941176471,85,62.5
730,Yasiel Puig,CLE,149,63,42.281879194630875,83,55.70469798657718
226,Marcell Ozuna,STL,130,63,48.46153846153846,61,46.92307692307692
648,Kevin Newman,PIT,127,62,48.818897637795274,95,74.80314960629921
726,Adam Frazier,PIT,150,62,41.333333333333336,93,62.0
315,Eugenio Suarez,CIN,157,62,39.490445859872615,79,50.318471337579616
9,Yadier Molina,STL,112,62,55.35714285714286,75,66.96428571428571
460,Kole Calhoun,LAA,151,62,41.05960264900662,71,47.019867549668874
2,Albert Pujols,LAA,131,62,47.32824427480916,68,51.908396946564885
506,Max Kepler,MIN,131,62,47.32824427480916,68,51.908396946564885
213,Freddy Galvis,CIN,147,61,41.49659863945578,88,59.863945578231295
140,Miguel Rojas,MIA,130,61,46.92307692307692,87,66.92307692307692
483,Javier Baez,CHC,134,61,45.52238805970149,86,64.17910447761194
370,Christian Walker,ARI,152,61,40.131578947368425,79,51.973684210526315
540,J.D. Davis,NYM,140,61,43.57142857142857,75,53.57142857142857
32,Nelson Cruz,MIN,120,61,50.83333333333333,65,54.166666666666664
384,Jose Iglesias,CIN,144,60,41.66666666666667,91,63.19444444444444
393,Kris Bryant,CHC,147,60,40.816326530612244,91,61.904761904761905
109,Wilson Ramos,NYM,140,60,42.857142857142854,88,62.857142857142854
93,Joey Votto,CIN,142,60,42.25352112676056,85,59.859154929577464
173,Jose Altuve,HOU,124,60,48.38709677419355,80,64.51612903225806
230,Danny Santana,TEX,126,60,47.61904761904761,64,50.79365079365079
810,Willy Adames,TB,149,59,39.59731543624161,85,57.04697986577181
322,Gio Urshela,NYY,128,59,46.09375,78,60.9375
194,Jason Heyward,CHC,146,59,40.41095890410959,76,52.054794520547944
605,Jose Ramirez,CLE,129,59,45.73643410852713,71,55.03875968992248
354,Max Muncy,LAD,141,59,41.843971631205676,69,48.93617021276596
638,Franmil Reyes,CLE,149,59,39.59731543624161,65,43.624161073825505
223,Avisail Garcia,TB,125,58,46.400000000000006,82,65.60000000000001
527,Brian Anderson,MIA,126,58,46.03174603174603,76,60.317460317460316
244,C.J. Cron,MIN,122,58,47.540983606557376,65,53.278688524590166
763,Hunter Dozier,KC,139,57,41.007194244604314,87,62.589928057553955
647,Dansby Swanson,ATL,125,57,45.6,76,60.8
615,Corey Seager,LAD,132,57,43.18181818181818,74,56.060606060606055
284,Christian Vazquez,BOS,135,57,42.22222222222222,73,54.074074074074076
101,Alex Gordon,KC,150,56,37.333333333333336,94,62.66666666666667
14,Adam Jones,ARI,135,56,41.48148148148148,75,55.55555555555556
73,Nick Markakis,ATL,116,56,48.275862068965516,72,62.06896551724138
899,Ramon Laureano,OAK,119,56,47.05882352941176,67,56.30252100840336
43,Evan Longoria,SF,129,55,42.63565891472868,77,59.68992248062015
266,Jason Kipnis,CLE,121,55,45.45454545454545,69,57.02479338842975
25,Howie Kendrick,WSH,121,55,45.45454545454545,66,54.54545454545454
745,Oscar Mercado,CLE,112,55,49.107142857142854,66,58.92857142857143
99,Ryan Braun,MIL,144,54,37.5,76,52.77777777777778
270,James McCann,CWS,116,54,46.55172413793103,67,57.758620689655174
905,Shohei Ohtani,LAA,106,54,50.943396226415096,59,55.660377358490564
838,Victor Robles,WSH,154,53,34.41558441558442,94,61.038961038961034
117,Brandon Belt,SF,155,53,34.193548387096776,81,52.25806451612903
413,Colin Moran,PIT,145,53,36.55172413793103,78,53.79310344827586
526,Nick Ahmed,ARI,157,52,33.12101910828025,91,57.961783439490446
69,Todd Frazier,NYM,130,52,40.0,67,51.53846153846153
622,Nomar Mazara,TEX,116,52,44.827586206896555,64,55.172413793103445
369,Luke Voit,NYY,118,52,44.06779661016949,62,52.54237288135594
10,Robinson Cano,NYM,106,52,49.056603773584904,59,55.660377358490564
551,Joe Panik,NYM,140,51,36.42857142857142,79,56.42857142857143
57,Dexter Fowler,STL,148,51,34.45945945945946,74,50.0
847,Eloy Jimenez,CWS,121,51,42.14876033057851,68,56.19834710743802
168,Marwin Gonzalez,MIN,114,51,44.73684210526316,66,57.89473684210527
365,Kyle Seager,SEA,106,51,48.113207547169814,56,52.83018867924528
416,Joc Pederson,LAD,149,51,34.22818791946309,56,37.58389261744966
11,Edwin Encarnacion,NYY,109,51,46.788990825688074,47,43.11926605504588
950,Vladimir Guerrero Jr.,TOR,123,50,40.65040650406504,75,60.97560975609756
255,Robbie Grossman,OAK,134,50,37.3134328358209,73,54.47761194029851
783,Ryan McMahon,COL,140,50,35.714285714285715,71,50.71428571428571
932,Scott Kingery,PHI,125,50,40.0,71,56.8
394,Mark Canha,OAK,125,50,40.0,64,51.2
410,Aaron Judge,NYY,102,50,49.01960784313725,57,55.88235294117647
286,Kolten Wong,STL,145,49,33.793103448275865,87,60.0
243,Brandon Crawford,SF,146,49,33.56164383561644,78,53.42465753424658
313,Omar Narvaez,SEA,130,49,37.69230769230769,72,55.38461538461539
89,Buster Posey,SF,113,49,43.36283185840708,71,62.83185840707964
149,Khris Davis,OAK,133,49,36.84210526315789,66,49.62406015037594
326,Jonathan Schoop,MIN,119,49,41.17647058823529,65,54.621848739495796
817,Garrett Cooper,MIA,106,49,46.22641509433962,65,61.32075471698113
207,Eric Sogard,TB,109,49,44.95412844036697,64,58.71559633027523
481,Jurickson Profar,OAK,136,49,36.029411764705884,57,41.911764705882355
870,Rhys Hoskins,PHI,159,48,30.18867924528302,75,47.16981132075472
717,Harold Ramirez,MIA,118,48,40.67796610169492,74,62.71186440677966
107,Melky Cabrera,PIT,131,48,36.6412213740458,73,55.72519083969466
163,Daniel Murphy,COL,132,48,36.36363636363637,73,55.3030303030303
31,Ian Desmond,COL,140,48,34.285714285714285,65,46.42857142857143
510,Ji-Man Choi,TB,125,48,38.4,65,52.0
495,Rougned Odor,TEX,144,48,33.33333333333333,62,43.05555555555556
508,Maikel Franco,PHI,121,48,39.66942148760331,59,48.760330578512395
504,Gary Sanchez,NYY,106,48,45.28301886792453,51,48.113207547169814
846,Luis Arraez,MIN,90,47,52.22222222222223,68,75.55555555555556
320,Domingo Santana,SEA,121,47,38.84297520661157,65,53.71900826446281
480,Jorge Alfaro,MIA,128,47,36.71875,64,50.0
400,Brandon Drury,TOR,119,47,39.49579831932773,61,51.26050420168067
120,Justin Smoak,TOR,121,47,38.84297520661157,55,45.45454545454545
619,Jesse Winker,CIN,113,47,41.5929203539823,55,48.67256637168141
512,Jackie Bradley Jr.,BOS,144,46,31.944444444444443,68,47.22222222222222
570,Raimel Tapia,COL,138,45,32.608695652173914,78,56.52173913043478
96,Brett Gardner,NYY,138,45,32.608695652173914,72,52.17391304347826
61,Asdrubal Cabrera,WSH,131,45,34.35114503816794,69,52.67175572519084
661,David Dahl,COL,100,45,45.0,64,64.0
502,Daniel Vogelbach,SEA,144,45,31.25,53,36.80555555555556
718,Anthony Santander,BAL,93,45,48.38709677419355,51,54.83870967741935
475,Kevin Kiermaier,TB,127,44,34.645669291338585,71,55.90551181102362
567,Harold Castro,DET,94,44,46.808510638297875,63,67.02127659574468
889,Alex Verdugo,LAD,105,44,41.904761904761905,60,57.14285714285714
568,Orlando Arcia,MIL,148,43,29.054054054054053,74,50.0
428,Andrelton Simmons,LAA,103,43,41.74757281553398,69,66.99029126213593
405,Niko Goodrum,DET,112,43,38.392857142857146,66,58.92857142857143
633,Adalberto Mondesi,KC,102,43,42.15686274509804,62,60.78431372549019
794,Rowdy Tellez,TOR,111,43,38.73873873873874,55,49.549549549549546
850,Yandy Diaz,TB,79,43,54.43037974683544,46,58.22784810126582
341,Brian Goodwin,LAA,129,42,32.55813953488372,64,49.6124031007752
34,David Peralta,ARI,99,42,42.42424242424242,58,58.58585858585859
381,Mike Yastrzemski,SF,106,42,39.62264150943396,58,54.71698113207547
949,Fernando Tatis Jr.,SD,84,42,50.0,53,63.095238095238095
323,Yolmer Sanchez,CWS,147,41,27.89115646258503,85,57.82312925170068
283,Dee Gordon,SEA,111,41,36.93693693693694,71,63.96396396396396
302,Tony Wolters,COL,117,41,35.04273504273504,64,54.700854700854705
674,Christin Stewart,DET,104,41,39.42307692307692,56,53.84615384615385
305,Roberto Perez,CLE,117,41,35.04273504273504,54,46.15384615384615
186,Travis d'Arnaud,TB,102,41,40.19607843137255,53,51.9607843137255
983,Yordan Alvarez,HOU,87,41,47.12643678160919,49,56.32183908045977
516,Tommy La Stella,LAA,79,41,51.89873417721519,43,54.43037974683544
576,Jose Peraza,CIN,135,40,29.629629629629626,64,47.40740740740741
972,Tommy Edman,STL,92,40,43.47826086956522,55,59.78260869565217
767,Mitch Garver,MIN,90,40,44.44444444444444,40,44.44444444444444
29,Neil Walker,MIA,115,39,33.91304347826087,58,50.43478260869565
971,Nick Senzel,CIN,101,39,38.613861386138616,58,57.42574257425742
762,Brandon Dixon,DET,111,39,35.13513513513514,56,50.45045045045045
976,Keston Hiura,MIL,83,38,45.78313253012048,53,63.85542168674698
924,Brandon Lowe,TB,82,38,46.34146341463415,46,56.09756097560976
59,Hunter Pence,TEX,83,38,45.78313253012048,45,54.21686746987952
199,Mitch Moreland,BOS,91,38,41.75824175824176,44,48.35164835164835
376,Brian Dozier,WSH,134,37,27.611940298507463,57,42.53731343283582
382,Willson Contreras,CHC,100,37,37.0,56,56.00000000000001
497,Dwight Smith Jr,BAL,100,37,37.0,52,52.0
753,Jake Bauers,CLE,115,37,32.17391304347826,49,42.608695652173914
557,Mallex Smith,SEA,131,36,27.480916030534353,76,58.01526717557252
356,Wil Myers,SD,149,36,24.161073825503358,66,44.29530201342282
344,Enrique Hernandez,LAD,130,36,27.692307692307693,64,49.23076923076923
374,Matt Carpenter,STL,129,36,27.906976744186046,61,47.286821705426355
454,Miguel Sano,MIN,104,36,34.61538461538461,49,47.11538461538461
217,Wilmer Flores,ARI,89,36,40.44943820224719,48,53.93258426966292
755,Willie Calhoun,TEX,83,36,43.373493975903614,47,56.62650602409639
30,Kurt Suzuki,WSH,84,36,42.857142857142854,42,50.0
300,Rio Ruiz,BAL,121,35,28.92561983471074,63,52.066115702479344
980,Nicky Lopez,KC,102,35,34.31372549019608,63,61.76470588235294
649,Chris Taylor,LAD,122,35,28.688524590163933,60,49.18032786885246
162,Jarrod Dyson,ARI,119,35,29.411764705882355,59,49.57983193277311
143,Jose Martinez,STL,128,35,27.34375,58,45.3125
574,Teoscar Hernandez,TOR,122,35,28.688524590163933,56,45.90163934426229
361,Stephen Piscotty,OAK,93,35,37.634408602150536,55,59.13978494623656
855,Luis Rengifo,LAA,105,35,33.33333333333333,54,51.42857142857142
759,J.P. Crawford,SEA,92,35,38.04347826086957,50,54.347826086956516
362,A.J. Pollock,LAD,86,35,40.69767441860465,49,56.97674418604651
521,Jeimer Candelario,DET,93,35,37.634408602150536,40,43.01075268817204
650,Carlos Correa,HOU,75,35,46.666666666666664,40,53.333333333333336
880,Ryan O'Hearn,KC,103,35,33.980582524271846,38,36.89320388349515
299,Albert Almora Jr.,CHC,114,34,29.82456140350877,50,43.859649122807014
723,Cavan Biggio,TOR,100,34,34.0,46,46.0
955,Lourdes Gurriel Jr.,TOR,83,34,40.963855421686745,46,55.42168674698795
613,Carson Kelly,ARI,110,34,30.909090909090907,44,40.0
287,Didi Gregorius,NYY,81,34,41.9753086419753,40,49.382716049382715
747,Chad Pinder,OAK,119,33,27.73109243697479,53,44.537815126050425
698,Victor Reyes,DET,68,33,48.529411764705884,51,75.0
518,Pedro Severino,BAL,95,33,34.73684210526316,44,46.31578947368421
118,Yonder Alonso,COL,120,33,27.500000000000004,41,34.166666666666664
72,Robinson Chirinos,HOU,111,32,28.82882882882883,57,51.35135135135135
71,Martin Maldonado,HOU,101,32,31.683168316831683,49,48.51485148514851
108,Pablo Sandoval,SF,108,32,29.629629629629626,48,44.44444444444444
421,Hunter Renfroe,SD,138,32,23.18840579710145,46,33.33333333333333
824,Danny Jansen,TOR,106,32,30.18867924528302,46,43.39622641509434
311,Elias Diaz,PIT,98,31,31.63265306122449,52,53.06122448979592
357,Tyler Naquin,CLE,87,31,35.63218390804598,49,56.32183908045977
197,Jonathan Lucroy,CHC,94,31,32.97872340425532,46,48.93617021276596
215,Logan Forsythe,TEX,98,31,31.63265306122449,45,45.91836734693878
360,Josh Phegley,OAK,103,31,30.097087378640776,45,43.689320388349515
28,Brian McCann,ATL,85,31,36.470588235294116,42,49.411764705882355
536,Victor Caratini,CHC,95,31,32.631578947368425,41,43.15789473684211
915,Austin Riley,ATL,80,31,38.75,33,41.25
864,Michael Chavis,BOS,95,30,31.57894736842105,50,52.63157894736842
505,Cheslor Cuthbert,KC,87,30,34.48275862068966,48,55.172413793103445
666,Byron Buxton,MIN,78,30,38.46153846153847,46,58.97435897435898
116,Jordy Mercer,DET,73,30,41.0958904109589,45,61.64383561643836
253,Yan Gomes,WSH,97,30,30.927835051546392,43,44.329896907216494
327,Matt Adams,WSH,111,30,27.027027027027028,37,33.33333333333333
693,Manuel Margot,SD,148,29,19.594594594594593,63,42.567567567567565
209,Eric Thames,MIL,149,29,19.463087248322147,56,37.58389261744966
234,Tim Beckham,SEA,86,29,33.72093023255814,45,52.32558139534884
679,Joey Wendle,TB,69,29,42.028985507246375,36,52.17391304347826
90,Jay Bruce,PHI,98,29,29.591836734693878,32,32.6530612244898
342,Billy Hamilton,ATL,106,28,26.41509433962264,52,49.056603773584904
375,Corey Dickerson,PHI,76,28,36.84210526315789,44,57.89473684210527
464,Greg Garcia,SD,132,27,20.454545454545457,57,43.18181818181818
345,Brock Holt,BOS,86,27,31.3953488372093,53,61.627906976744185
84,Donovan Solano,SF,81,27,33.33333333333333,46,56.79012345679012
409,JaCoby Jones,DET,86,27,31.3953488372093,45,52.32558139534884
595,Matt Beaty,LAD,98,27,27.55102040816326,44,44.89795918367347
39,Martin Prado,MIA,104,27,25.961538461538463,42,40.38461538461539
620,Dawel Lugo,DET,74,27,36.486486486486484,42,56.75675675675676
235,Jon Berti,MIA,72,27,37.5,40,55.55555555555556
205,Austin Romine,NYY,69,27,39.130434782608695,37,53.62318840579711
